customer_id,beneficiary_name,nickname,account_number,ifsc_code,bank_name,account_type,beneficiary_mobile_number,beneficiary_email,upi_id,beneficiary_status,is_verified,added_on,verified_at,added_via
931,Kamya Bhasin,,642309565678872,KKBK0575344,Union Bank of India,Savings,9008245894,kamya.bhasin430@example.com,kamyabhasin1939@okicici,Active,1,2025-10-09 17:12:41,2025-10-10 07:15:41,Mobile App
631,Jairaj Jain,Home,3858235021469155,BARB0061647,HDFC Bank,Savings,1939868679,jairaj.jain755@example.com,jairajjain9690@ybl,Active,1,2025-10-04 09:35:18,2025-10-07 14:26:18,Mobile App
688,Owen Chakraborty,,2289159060098195,SBIN0933518,Canara Bank,Savings,9071334775,owen.chakraborty866@example.com,,Active,1,2025-11-06 16:04:14,2025-11-06 20:01:14,Internet Banking
416,Frado Ranganathan,Dad,8588592554815201,ICIC0834018,IDFC First Bank,Savings,9853767777,frado.ranganathan728@example.com,fradoranganathan4548@okicici,Active,1,2024-03-09 04:37:45,2024-03-12 20:55:45,Branch
433,Edhitha Hayre,,4841200202550797,INDB0364677,HDFC Bank,Savings,8490933762,edhitha.hayre286@example.com,edhithahayre2486@okicici,Active,1,2024-10-26 18:20:47,2024-10-31 04:11:47,Mobile App
446,Lajita Radhakrishnan,Dad,7275864868609953,YESB0126878,Bank of Baroda,Current,4414504835,lajita.radhakrishnan981@example.com,,Active,1,2024-08-09 18:37:51,2024-08-14 08:24:51,Internet Banking
769,Chameli Arora,Personal,2787959982457978,INDB0600773,Punjab National Bank,Savings,6366554541,chameli.arora616@example.com,chameliarora7666@okaxis,Active,1,2026-06-20 22:24:34,2026-06-26 13:38:34,Branch
382,Kashvi Anand,,4649742388484852,BARB0359639,IndusInd Bank,Savings,4290975934,kashvi.anand154@example.com,,Active,1,2024-11-29 13:01:47,2024-12-02 02:28:47,Internet Banking
712,Qabil Suresh,,2419212475443490,HDFC0085323,Kotak Mahindra Bank,Savings,2840384883,qabil.suresh832@example.com,qabilsuresh3470@ybl,Active,1,2025-03-26 06:03:45,2025-03-27 12:26:45,Mobile App
18,Jagat Mittal,Personal,1666089831580124,UBIN0502952,Yes Bank,Savings,2774295182,jagat.mittal579@example.com,jagatmittal5242@oksbi,Active,1,2025-02-18 07:32:05,2025-02-22 05:54:05,Internet Banking
845,Chakrika Mishra,Personal,1152646581506530,HDFC0137425,ICICI Bank,Savings,3809877875,chakrika.mishra851@example.com,,Active,1,2024-10-11 15:01:09,2024-10-13 05:54:09,Mobile App
178,Meghana Dar,Mom,9519142003651387,UTIB0950456,Union Bank of India,Savings,6879123693,meghana.dar994@example.com,,Active,1,2024-10-08 02:11:42,2024-10-08 14:03:42,Mobile App
299,Lavanya Gola,,9112743443047341,UTIB0848073,Punjab National Bank,Savings,5828169986,lavanya.gola898@example.com,lavanyagola652@okicici,Active,1,2024-08-19 15:41:37,2024-08-25 04:06:37,Mobile App
223,Aadi Minhas,Dad,3853242313798795,PUNB0025825,IDFC First Bank,Savings,9456829868,aadi.minhas999@example.com,,Active,1,2026-03-09 08:43:11,2026-03-14 03:28:11,Mobile App
817,Rehaan Sharma,Vendor,3301322099416701,BARB0937490,Kotak Mahindra Bank,Savings,,rehaan.sharma160@example.com,,Active,1,2025-06-17 08:48:55,2025-06-22 03:42:55,Mobile App
574,Raghav Ramakrishnan,Business,9363306352001349,HDFC0763110,Canara Bank,Current,2124388999,raghav.ramakrishnan23@example.com,raghavramakrishnan1478@oksbi,Active,1,2026-05-06 21:57:31,2026-05-08 04:06:31,Mobile App
159,Arya Ray,Vendor,7357701761557027,CNRB0604085,State Bank of India,Savings,6593260942,arya.ray341@example.com,,Inactive,0,2024-01-13 13:23:50,,Mobile App
509,Devansh Uppal,Friend,2623790604739353,UTIB0590950,Kotak Mahindra Bank,Savings,7284308883,devansh.uppal320@example.com,devanshuppal1731@okaxis,Active,1,2024-01-27 07:19:25,2024-01-28 17:23:25,Mobile App
400,Quincy Basak,Sister,3285178432545957,YESB0542765,Bank of Baroda,Savings,7571980476,quincy.basak407@example.com,,Inactive,1,2025-07-11 12:58:24,2025-07-15 00:59:24,Mobile App
396,Qabil Ray,Home,2207473925510639,ICIC0175952,State Bank of India,Savings,9665429759,qabil.ray567@example.com,,Active,1,2025-06-12 01:31:20,2025-06-15 23:33:20,Internet Banking
568,Hritik Bera,Business,6983894374731216,BARB0188341,State Bank of India,Current,2453659572,hritik.bera283@example.com,,Active,0,2026-01-07 06:01:20,,Internet Banking
317,Girindra Prakash,Vendor,2905421797606752,INDB0444679,Union Bank of India,Savings,9741474566,girindra.prakash464@example.com,,Active,1,2024-08-06 00:15:06,2024-08-11 09:18:06,Mobile App
763,Bhavna Sheth,Home,6822265187710386,UBIN0687526,Canara Bank,Savings,4919358779,bhavna.sheth859@example.com,bhavnasheth5737@oksbi,Active,1,2024-09-02 00:56:04,2024-09-05 04:51:04,Mobile App
173,Rohan Kala,Personal,9279795818709550,HDFC0270014,ICICI Bank,Current,4628932804,rohan.kala619@example.com,,Active,1,2025-01-16 17:25:00,2025-01-19 19:31:00,Internet Banking
341,Bishakha Shenoy,Business,191582480150027,HDFC0222381,Kotak Mahindra Bank,Savings,2347153430,,bishakhashenoy9342@oksbi,Active,1,2024-05-18 14:19:23,2024-05-23 19:22:23,Mobile App
493,Vasatika Ratti,,7656843452116958,IDFB0508820,Bank of Baroda,Current,6096538400,,,Active,1,2025-01-20 00:41:53,2025-01-20 08:34:53,Internet Banking
671,Leela Chakraborty,Friend,2528109997983917,UBIN0783842,IDFC First Bank,Savings,,,leelachakraborty7017@okicici,Active,1,2025-11-29 14:56:05,2025-12-01 01:42:05,Internet Banking
448,Zaid Atwal,,7546934294209238,INDB0024476,Union Bank of India,Savings,3824772890,zaid.atwal245@example.com,zaidatwal3047@okhdfcbank,Active,0,2025-10-11 11:49:41,,Mobile App
281,Hritik Sampath,Office,9506202127696105,YESB0127535,Union Bank of India,Savings,9166623844,hritik.sampath697@example.com,hritiksampath7038@paytm,Inactive,1,2025-10-20 14:33:39,2025-10-26 04:40:39,Internet Banking
17,Ucchal Sengupta,Personal,7507033343597583,CNRB0102621,Kotak Mahindra Bank,Savings,2426446882,ucchal.sengupta315@example.com,,Active,1,2026-03-31 21:56:48,2026-04-03 22:43:48,Mobile App
144,Janya Varughese,Brother,2964617079716431,KKBK0149663,State Bank of India,Savings,6606421364,,janyavarughese9238@ybl,Active,1,2024-03-11 14:31:36,2024-03-12 04:03:36,Mobile App
102,Ishita Nagi,Vendor,8722584140838803,KKBK0227570,Punjab National Bank,Savings,6555552873,,ishitanagi6852@paytm,Active,1,2025-01-06 05:12:14,2025-01-09 06:20:14,Branch
645,Devika Bhatnagar,Friend,1322756233318625,KKBK0411538,ICICI Bank,Current,3024532932,,,Inactive,1,2025-11-07 21:13:25,2025-11-10 06:58:25,Mobile App
549,Ishani Wadhwa,Personal,7562742960362615,IDFB0665814,Union Bank of India,Savings,3077694161,ishani.wadhwa428@example.com,ishaniwadhwa6605@okicici,Inactive,1,2024-09-28 11:30:31,2024-10-04 11:13:31,Mobile App
637,Pratyush Som,Personal,9374891348861409,HDFC0865581,Bank of Baroda,Savings,4587212726,,pratyushsom7976@paytm,Active,1,2024-11-01 21:43:30,2024-11-07 02:57:30,Mobile App
784,Chanakya Khare,Mom,1015912468624559,UBIN0853538,HDFC Bank,Savings,3076571775,chanakya.khare763@example.com,chanakyakhare8047@ybl,Active,1,2024-09-26 20:41:56,2024-09-28 17:38:56,Internet Banking
775,Siddharth Pandya,,5529406155288370,KKBK0868541,Union Bank of India,Savings,5919106288,siddharth.pandya482@example.com,,Active,1,2024-08-01 01:52:15,2024-08-03 05:01:15,Mobile App
738,Vaishnavi Kashyap,Office,7023906380471470,IDFB0653654,Punjab National Bank,Savings,2756335275,,vaishnavikashyap4173@okicici,Active,1,2026-08-17 10:40:53,2026-08-17 23:59:59,Internet Banking
174,Prisha Zacharia,Home,257169514905982,BARB0507753,State Bank of India,Savings,3546694624,prisha.zacharia253@example.com,,Active,0,2025-09-17 05:48:12,,Mobile App
427,Dalaja Mutti,,4013288353492246,INDB0028074,IDFC First Bank,Savings,8223300344,dalaja.mutti93@example.com,dalajamutti7672@okhdfcbank,Active,1,2026-08-13 01:11:17,2026-08-17 01:32:17,Mobile App
849,Oni Ramaswamy,,1779592197876228,KKBK0122222,Kotak Mahindra Bank,Current,,,oniramaswamy9183@okaxis,Active,0,2026-06-22 06:08:59,,Mobile App
296,Mugdha Karnik,Personal,6118216058822501,HDFC0016591,Punjab National Bank,Savings,3211390074,mugdha.karnik817@example.com,mugdhakarnik7570@paytm,Active,1,2024-04-25 03:00:32,2024-04-28 02:27:32,Mobile App
263,Bimala Nagi,Business,1072394903583274,HDFC0939959,Union Bank of India,Savings,,bimala.nagi339@example.com,,Active,0,2025-04-06 04:41:29,,Internet Banking
753,Zaitra Sekhon,,2298931020647144,SBIN0698702,HDFC Bank,Current,3641619309,zaitra.sekhon872@example.com,,Active,1,2024-04-08 12:47:57,2024-04-10 04:27:57,Mobile App
44,Frederick Edwin,Personal,7661069482618607,INDB0740348,ICICI Bank,Savings,9307070657,frederick.edwin423@example.com,frederickedwin9185@paytm,Active,1,2024-08-23 05:46:47,2024-08-26 23:00:47,Mobile App
875,Chanakya Sinha,Dad,2861451940770960,IDFB0279131,Canara Bank,Savings,8532732713,chanakya.sinha477@example.com,chanakyasinha4371@okaxis,Active,1,2024-07-07 06:12:06,2024-07-13 20:10:06,Mobile App
431,Aarav Lal,Dad,4966365635928492,PUNB0911446,State Bank of India,Savings,3097840617,,,Active,1,2025-10-23 17:29:31,2025-10-30 01:22:31,Mobile App
491,Yagnesh Walia,Vendor,3322634936747039,ICIC0125611,HDFC Bank,Savings,4195707191,yagnesh.walia83@example.com,,Active,1,2024-02-13 16:19:22,2024-02-16 19:15:22,Internet Banking
220,Gopal Krishnamurthy,Mom,1429225623557672,UBIN0044056,Axis Bank,Current,2243137693,,gopalkrishnamurthy117@okicici,Active,1,2026-04-07 12:35:52,2026-04-14 11:12:52,Internet Banking
874,Oscar Amble,Mom,2171737422617338,SBIN0745910,Axis Bank,Savings,2210710244,,oscaramble5295@okaxis,Active,1,2025-03-27 06:06:37,2025-03-29 16:49:37,Mobile App
274,Chandani Bobal,Brother,1924929500252222,CNRB0168042,Yes Bank,Savings,8614205257,chandani.bobal378@example.com,chandanibobal1254@oksbi,Inactive,0,2026-01-03 15:13:44,,Mobile App
124,Zilmil Sharaf,Home,2040226797803673,BARB0526850,Kotak Mahindra Bank,Savings,1564236845,zilmil.sharaf297@example.com,zilmilsharaf9362@okaxis,Active,1,2026-04-16 22:33:50,2026-04-22 05:27:50,Mobile App
236,Samar Suri,Dad,4680946074858778,PUNB0197710,IndusInd Bank,Savings,8886229614,samar.suri139@example.com,samarsuri6978@okhdfcbank,Active,1,2024-07-11 20:55:39,2024-07-16 09:56:39,Internet Banking
951,Ekalinga Mander,Business,7004663923047480,BARB0254388,Bank of Baroda,Savings,7536362365,ekalinga.mander224@example.com,,Active,1,2025-04-10 09:44:02,2025-04-17 03:45:02,Internet Banking
160,Nilima Doctor,Business,2636539641170501,CNRB0891351,Yes Bank,Savings,5047797899,,nilimadoctor598@okhdfcbank,Active,1,2026-06-16 00:10:37,2026-06-21 04:32:37,Mobile App
176,Bina Dutt,,4883777404446989,PUNB0417954,State Bank of India,Savings,7683462684,bina.dutt781@example.com,,Active,1,2024-12-26 20:39:15,2024-12-31 16:05:15,Internet Banking
272,Nihal Kurian,,3807053988927981,ICIC0504135,HDFC Bank,Savings,3306428461,nihal.kurian751@example.com,nihalkurian7707@oksbi,Inactive,0,2025-09-08 01:34:15,,Internet Banking
899,Bimala Kunda,Vendor,6029923421953570,IDFB0274988,Yes Bank,Savings,9673815631,bimala.kunda427@example.com,bimalakunda6317@okhdfcbank,Active,1,2024-11-28 13:50:02,2024-12-02 11:50:02,Mobile App
599,Raagini Ben,Dad,5766750285399147,UBIN0534858,Axis Bank,Savings,2857716853,raagini.ben861@example.com,raaginiben5735@paytm,Active,1,2025-12-06 10:19:57,2025-12-07 19:45:57,Mobile App
339,Lila Reddy,,6649659038699097,PUNB0790579,Yes Bank,Savings,9276725857,,,Active,1,2025-01-24 07:57:16,2025-01-26 19:09:16,Mobile App
317,Sanya Khosla,Sister,1395719501328724,YESB0151532,Canara Bank,Current,1608207486,sanya.khosla639@example.com,,Active,1,2026-05-23 05:10:01,2026-05-23 19:29:01,Branch
989,Kritika Parikh,Dad,1544393729649451,BARB0939859,Bank of Baroda,Savings,8960290549,kritika.parikh518@example.com,kritikaparikh4691@ybl,Active,1,2024-04-11 22:35:15,2024-04-18 19:23:15,Mobile App
332,Baljiwan Arya,,8597684684762322,CNRB0072320,IndusInd Bank,Savings,3094855572,,baljiwanarya4917@ybl,Blocked,1,2026-05-05 23:16:56,2026-05-09 00:04:56,Mobile App
524,Faqid Guha,Home,3220198901741615,IDFB0733031,Punjab National Bank,Savings,,faqid.guha581@example.com,faqidguha7959@ybl,Inactive,0,2024-03-16 01:06:57,,Internet Banking
14,Gautami Mohan,Friend,3618272363771691,SBIN0559504,IndusInd Bank,Savings,0349553498,,,Active,1,2024-04-28 13:07:42,2024-05-03 22:39:42,Internet Banking
943,Upma Dhingra,Dad,6749319831022623,UTIB0628727,HDFC Bank,Savings,8687058818,upma.dhingra319@example.com,upmadhingra581@oksbi,Active,1,2026-04-13 11:42:27,2026-04-19 05:52:27,Internet Banking
43,Upkaar Joshi,Business,7623778798987393,UTIB0772062,Bank of Baroda,Current,8760178278,upkaar.joshi610@example.com,,Active,1,2024-11-16 07:28:28,2024-11-17 17:12:28,Mobile App
402,Ikbal Pandit,,7829343212353075,BARB0629697,Union Bank of India,Current,5268360121,ikbal.pandit861@example.com,,Active,0,2025-10-26 10:39:58,,Mobile App
770,Liam Sabharwal,,5726426165138552,UTIB0990425,Union Bank of India,Savings,7818130669,liam.sabharwal490@example.com,liamsabharwal3039@ybl,Active,1,2026-07-01 09:17:50,2026-07-04 10:37:50,Mobile App
712,Sanya Nanda,Dad,4535943067799818,YESB0212467,Kotak Mahindra Bank,Savings,9501018404,sanya.nanda467@example.com,sanyananda9637@okhdfcbank,Active,1,2024-12-24 14:54:01,2024-12-29 13:46:01,Mobile App
934,Om Narula,,1642107051263210,CNRB0201720,Axis Bank,Savings,1902333587,om.narula229@example.com,omnarula7375@paytm,Inactive,1,2024-08-03 21:50:25,2024-08-06 06:31:25,Internet Banking
786,Gabriel Chahal,Personal,6880278434527868,IDFB0530187,State Bank of India,Savings,7956710440,gabriel.chahal575@example.com,,Inactive,0,2026-02-25 11:37:38,,Internet Banking
257,Ekbal Gulati,,4618512081328803,KKBK0315404,Bank of Baroda,Savings,6494962118,ekbal.gulati502@example.com,,Active,1,2025-02-02 23:52:42,2025-02-09 13:28:42,Mobile App
527,Unnati Parikh,Personal,2492972802546424,CNRB0603880,Canara Bank,Current,2864680378,unnati.parikh226@example.com,unnatiparikh4659@oksbi,Active,1,2024-07-17 03:44:54,2024-07-22 19:39:54,Mobile App
608,Chandresh Gour,Vendor,6796651381005103,UTIB0104359,Axis Bank,Savings,5267961310,chandresh.gour160@example.com,chandreshgour9267@oksbi,Active,1,2025-05-20 22:34:31,2025-05-24 14:01:31,Mobile App
48,Dayita Barad,,4969626421713646,UTIB0074031,IndusInd Bank,Savings,8704190408,dayita.barad31@example.com,,Active,1,2025-09-14 07:52:53,2025-09-16 08:32:53,Internet Banking
108,Shivansh Contractor,Vendor,1830791454864864,INDB0232031,IndusInd Bank,Savings,9675578627,shivansh.contractor100@example.com,shivanshcontractor1900@okicici,Active,0,2026-04-07 10:24:05,,Mobile App
588,Oni Bail,Personal,4772933477063580,BARB0004682,IDFC First Bank,Savings,7025477051,,,Active,1,2024-07-23 23:06:33,2024-07-26 15:05:33,Mobile App
457,Ekanta Sinha,Office,8179277972580229,YESB0645874,Bank of Baroda,Savings,,,ekantasinha4941@ybl,Blocked,1,2024-07-13 08:24:34,2024-07-17 07:40:34,Mobile App
636,Wahab Buch,Office,7329178825959013,UBIN0796326,Punjab National Bank,Savings,,wahab.buch363@example.com,,Inactive,0,2025-01-29 18:06:30,,Internet Banking
423,Chandresh Dar,Office,2954725579749004,CNRB0267528,Yes Bank,Savings,2587155207,,chandreshdar1334@ybl,Active,0,2024-02-11 19:04:53,,Mobile App
752,Kritika Dugal,Business,8330598921281879,INDB0345385,Canara Bank,Savings,7130272261,,kritikadugal9751@okicici,Active,1,2025-09-13 03:38:18,2025-09-13 18:43:18,Mobile App
966,Yauvani Minhas,,814599256447647,INDB0066974,HDFC Bank,Savings,6982220858,,,Active,1,2025-08-13 05:16:20,2025-08-17 00:57:20,Mobile App
679,Sara Dey,,9677615731464486,SBIN0210336,Kotak Mahindra Bank,Current,4260760470,sara.dey518@example.com,,Active,1,2026-01-14 10:23:01,2026-01-20 19:15:01,Internet Banking
652,Meghana Desai,,2110526461842693,HDFC0480217,Axis Bank,Savings,,meghana.desai906@example.com,meghanadesai5114@okhdfcbank,Active,1,2025-08-27 20:22:43,2025-08-28 19:42:43,Mobile App
171,Rishi Parsa,Brother,4391698130131725,BARB0767204,Yes Bank,Savings,4864326726,,,Active,1,2026-05-29 12:16:21,2026-06-04 15:25:21,Internet Banking
640,Netra Bobal,Friend,4287346147233769,IDFB0674513,ICICI Bank,Savings,3612471880,netra.bobal321@example.com,,Active,1,2025-08-09 06:57:58,2025-08-15 09:42:58,Internet Banking
789,Xalak Sastry,,325500575869507,ICIC0617962,IDFC First Bank,Savings,1917634356,xalak.sastry597@example.com,xalaksastry7259@okaxis,Active,1,2024-10-29 15:53:50,2024-11-02 14:17:50,Branch
741,Aadi Sidhu,Friend,7448139284352962,SBIN0091631,Kotak Mahindra Bank,Current,0904596697,,aadisidhu3401@okhdfcbank,Active,0,2024-02-07 22:59:46,,Internet Banking
169,Ansh More,,7193645019516657,UBIN0521433,Bank of Baroda,Savings,8855232697,ansh.more472@example.com,anshmore3815@okaxis,Active,1,2024-12-10 05:15:45,2024-12-13 05:27:45,Mobile App
118,Chasmum Dave,,7726829333342976,HDFC0679086,Axis Bank,Savings,0032808329,chasmum.dave690@example.com,chasmumdave2271@okhdfcbank,Inactive,0,2026-02-23 14:00:40,,Internet Banking
739,Ranveer Guha,Sister,2240901312533099,IDFB0728226,Kotak Mahindra Bank,Current,6526720204,ranveer.guha377@example.com,,Active,1,2025-02-05 07:51:14,2025-02-12 07:42:14,Branch
808,Vanya Rama,Office,4311654690347291,IDFB0735736,Union Bank of India,Savings,0671561390,vanya.rama693@example.com,vanyarama6211@oksbi,Active,1,2025-01-29 03:18:02,2025-01-30 20:30:02,Branch
384,Robert Mitter,Vendor,9384127712319351,BARB0053691,Punjab National Bank,Savings,,robert.mitter494@example.com,,Active,1,2024-01-10 20:02:24,2024-01-16 11:31:24,Mobile App
439,Jalsa Chander,Vendor,2946563484908861,IDFB0293955,IndusInd Bank,Savings,7266031561,jalsa.chander63@example.com,,Inactive,0,2025-09-30 17:35:48,,Mobile App
851,Nathan Varughese,Home,5522031930825624,SBIN0988701,Yes Bank,Current,4204047364,nathan.varughese900@example.com,,Active,1,2026-06-15 16:47:53,2026-06-22 11:45:53,Mobile App
123,Urmi Tak,,7342831210077487,BARB0404049,Bank of Baroda,Savings,1680882272,urmi.tak304@example.com,urmitak32@ybl,Active,1,2026-08-06 17:51:20,2026-08-09 09:38:20,Mobile App
914,Kabir Toor,Business,5626824787963846,IDFB0717111,Axis Bank,Savings,1165303995,kabir.toor933@example.com,kabirtoor4838@okaxis,Active,1,2024-04-04 12:52:25,2024-04-10 05:32:25,Branch
979,Balhaar Patil,Mom,3232807997078260,INDB0484370,Kotak Mahindra Bank,Savings,2598891300,balhaar.patil363@example.com,,Blocked,1,2025-06-21 11:49:05,2025-06-28 03:43:05,Internet Banking
842,Yashasvi Khatri,Brother,7801701157018166,KKBK0496135,ICICI Bank,Savings,2899309337,yashasvi.khatri726@example.com,yashasvikhatri6388@paytm,Active,1,2024-08-24 02:35:10,2024-08-26 05:40:10,Mobile App
580,Qasim Narula,Friend,8219389253287885,KKBK0866663,Kotak Mahindra Bank,Savings,7452131916,qasim.narula573@example.com,,Active,1,2025-05-18 21:57:55,2025-05-18 22:29:55,Mobile App
147,Hamsini Bhakta,Dad,9906857565723546,UBIN0551618,Axis Bank,Savings,4165026608,,hamsinibhakta6149@oksbi,Active,1,2024-10-15 16:43:24,2024-10-16 23:06:24,Internet Banking
613,Yug Choudhury,Sister,5327460118149341,IDFB0911609,Union Bank of India,Savings,2204270135,yug.choudhury792@example.com,yugchoudhury6402@oksbi,Active,1,2026-07-06 11:46:04,2026-07-13 00:00:04,Mobile App
347,Vasatika Arora,Home,7450955162238414,YESB0798027,Bank of Baroda,Savings,4989952670,vasatika.arora271@example.com,vasatikaarora6888@oksbi,Active,1,2026-02-11 19:19:04,2026-02-17 23:21:04,Internet Banking
437,Jagat Sarma,Vendor,7233581338217795,YESB0770892,IndusInd Bank,Savings,3376707549,jagat.sarma545@example.com,,Active,1,2024-05-01 10:11:53,2024-05-02 08:59:53,Mobile App
178,Idika Sanghvi,Business,7460733593914407,BARB0496329,IndusInd Bank,Savings,,idika.sanghvi346@example.com,,Active,1,2024-02-29 19:19:59,2024-03-06 17:28:59,Mobile App
63,Neha Sengupta,Office,6592818512649369,ICIC0846189,Punjab National Bank,Savings,,neha.sengupta472@example.com,nehasengupta4749@ybl,Active,1,2026-02-26 05:57:15,2026-02-28 09:21:15,Branch
192,Joshua Dube,Personal,4244290879273819,SBIN0239022,State Bank of India,Savings,6471791487,,joshuadube4662@okhdfcbank,Active,1,2025-06-26 13:42:52,2025-06-26 14:14:52,Mobile App
710,Saanvi Dada,Brother,7274875009923102,KKBK0495781,Kotak Mahindra Bank,Savings,,saanvi.dada229@example.com,saanvidada8230@paytm,Active,0,2026-06-28 03:16:18,,Mobile App
606,Lucky Palan,,6318646947260145,UBIN0699144,IndusInd Bank,Savings,,lucky.palan305@example.com,luckypalan5467@ybl,Active,1,2026-04-09 17:00:48,2026-04-13 20:55:48,Mobile App
3,Chandran Majumdar,,2073936591841508,IDFB0865014,Canara Bank,Savings,4006043836,chandran.majumdar347@example.com,chandranmajumdar4559@okaxis,Active,1,2024-04-29 19:58:04,2024-05-04 00:18:04,Internet Banking
450,Elijah Kurian,,8206406879782810,INDB0946258,Yes Bank,Current,9733002873,elijah.kurian993@example.com,elijahkurian5961@oksbi,Active,0,2024-04-09 08:01:36,,Mobile App
9,Chatresh Issac,Sister,6226511227739923,BARB0570658,Axis Bank,Savings,0326210954,chatresh.issac585@example.com,,Blocked,1,2026-04-24 07:42:24,2026-04-26 18:06:24,Mobile App
493,Hiral Mann,,8300698023209772,INDB0957012,IndusInd Bank,Savings,3872219605,hiral.mann245@example.com,hiralmann683@okicici,Active,1,2024-01-04 05:10:39,2024-01-09 18:31:39,Mobile App
244,Andrew Agate,,3420870041575587,BARB0722468,Punjab National Bank,Savings,9252163195,,andrewagate4955@paytm,Active,1,2024-09-16 06:38:12,2024-09-23 03:18:12,Mobile App
965,Bina Bansal,Dad,7654171176798609,IDFB0237945,IndusInd Bank,Savings,,bina.bansal696@example.com,binabansal4273@ybl,Active,1,2026-02-21 20:40:33,2026-02-25 23:13:33,Internet Banking
401,Eshana Srinivas,Friend,6525698091944646,HDFC0595409,Kotak Mahindra Bank,Savings,6941947282,eshana.srinivas683@example.com,eshanasrinivas975@ybl,Inactive,0,2025-05-04 22:29:06,,Mobile App
299,Girindra Din,Personal,3747196699267302,IDFB0367725,Axis Bank,Savings,6625745934,girindra.din65@example.com,girindradin585@okicici,Active,0,2024-02-11 17:41:43,,Internet Banking
392,Champak Dey,,5779889292859537,CNRB0286193,IDFC First Bank,Savings,1178276697,champak.dey191@example.com,,Active,1,2025-12-02 06:22:28,2025-12-04 21:23:28,Internet Banking
431,Ekaja Devi,Office,5161882434045462,IDFB0605718,ICICI Bank,Savings,0657518146,ekaja.devi303@example.com,ekajadevi1282@oksbi,Active,1,2024-12-08 23:40:44,2024-12-11 06:54:44,Branch
332,Upma Sachar,Dad,511413156170117,HDFC0910880,State Bank of India,Current,8175731901,upma.sachar161@example.com,,Active,1,2024-04-21 07:05:56,2024-04-26 02:47:56,Branch
174,Aarush Purohit,,3333531735063655,BARB0274149,Canara Bank,Current,0486803102,aarush.purohit773@example.com,,Active,1,2024-10-07 12:36:24,2024-10-10 22:54:24,Internet Banking
511,Ira Prashad,Business,4516819559638822,YESB0630303,ICICI Bank,Savings,7867578883,ira.prashad313@example.com,iraprashad3113@okaxis,Active,1,2024-05-31 13:26:03,2024-06-06 17:41:03,Internet Banking
981,Watika Joshi,,281273141815468,UBIN0186131,IndusInd Bank,Savings,3324982267,watika.joshi805@example.com,,Active,1,2024-11-14 14:55:05,2024-11-18 20:37:05,Internet Banking
47,Ladli Khatri,Business,2263339850191987,UBIN0156268,IDFC First Bank,Savings,9258713810,ladli.khatri472@example.com,,Inactive,0,2026-07-07 07:57:56,,Mobile App
312,Jack Chauhan,,5771334867669906,UTIB0053227,HDFC Bank,Savings,1786499642,jack.chauhan990@example.com,,Active,1,2026-05-12 13:33:57,2026-05-13 05:07:57,Mobile App
