customer_id,account_number,account_type,balance,account_status,open_date,closed_date,created_at,branch_id
135,186125526810,Savings,97286.57,Active,2019-11-05,,2019-11-05,7
929,900328669589,Salary,104574.95,Active,2020-12-05,,2020-12-05,17
410,688031166547,Savings,102432.82,Active,2023-06-12,,2023-06-12,9
513,213198676275,Savings,485892.62,Active,2024-01-19,,2024-01-19,16
385,241408906495,Savings,290474.18,Active,2022-06-17,,2022-06-17,4
586,604231767649,Savings,88541.97,Active,2025-12-17,,2025-12-17,12
341,984268871051,Savings,4803.29,Active,2020-12-15,,2020-12-15,10
824,207430105141,Current,1209609.78,Active,2025-10-16,,2025-10-16,8
93,247771477350,Savings,49260.43,Active,2019-08-25,,2019-08-25,14
184,411847499939,Savings,348.79,Closed,2025-10-27,2026-08-13,2025-10-27,19
464,733799023448,Current,892405.87,Active,2020-12-20,,2020-12-20,19
690,985281084409,Savings,378228.43,Active,2018-01-13,,2018-01-13,16
760,602801423731,Savings,359127.3,Active,2019-08-05,,2019-08-05,5
321,279375709374,Savings,443418.15,Active,2021-04-23,,2021-04-23,12
585,771723137540,Current,613989.19,Active,2024-05-05,,2024-05-05,1
758,479991868767,Savings,340517.54,Active,2021-12-29,,2021-12-29,4
260,791200202897,Savings,175423.29,Active,2023-05-13,,2023-05-13,16
786,530017790740,Savings,273692.48,Active,2019-04-24,,2019-04-24,14
410,193773983698,Savings,353237.87,Active,2019-06-29,,2019-06-29,16
139,340987530942,Salary,78007.99,Active,2019-10-28,,2019-10-28,17
33,913453619915,Savings,343941.65,Active,2023-12-07,,2023-12-07,15
667,923605395648,Savings,19972.33,Active,2019-09-27,,2019-09-27,11
720,122776200448,Salary,66323.48,Active,2025-01-21,,2025-01-21,15
413,477182228812,Savings,465920.83,Active,2021-08-24,,2021-08-24,19
539,945268201409,Savings,71205.15,Active,2021-10-06,,2021-10-06,19
756,566438645399,Savings,325785.86,Active,2021-01-21,,2021-01-21,6
566,734073330584,Savings,270218.31,Inactive,2023-07-03,,2023-07-03,18
530,839844089498,Current,319803.52,Inactive,2023-04-05,,2023-04-05,3
762,209787463625,Savings,57504.26,Inactive,2020-05-14,,2020-05-14,5
924,339755596893,Savings,230735.67,Active,2023-11-17,,2023-11-17,12
231,967328873564,Savings,219293.73,Active,2023-01-16,,2023-01-16,11
791,480422937226,Savings,99324.05,Active,2025-06-16,,2025-06-16,5
547,487185818402,Salary,111378.36,Inactive,2018-06-09,,2018-06-09,13
837,929115078294,Savings,298470.34,Frozen,2018-01-10,,2018-01-10,4
804,236682469356,Savings,30293.47,Active,2021-03-21,,2021-03-21,4
39,648887744075,Current,1934606.29,Active,2024-04-12,,2024-04-12,1
303,654135818993,Current,1762467.69,Frozen,2021-07-11,,2021-07-11,4
834,838158521889,Savings,240593.82,Active,2021-09-28,,2021-09-28,13
252,602107851780,Savings,56617.4,Active,2024-01-22,,2024-01-22,15
487,685717145086,Savings,279351.53,Active,2022-09-16,,2022-09-16,3
172,197765695621,Current,1638430.08,Active,2022-04-11,,2022-04-11,14
139,209308238639,Savings,356482.47,Active,2021-11-22,,2021-11-22,13
822,460794857570,Savings,175851.98,Active,2020-08-20,,2020-08-20,1
966,253834962332,Savings,22933.67,Active,2021-07-14,,2021-07-14,5
472,698288093042,Savings,405984.52,Active,2019-10-19,,2019-10-19,15
860,499410890986,Savings,133605.23,Active,2026-07-04,,2026-07-04,9
179,546957879877,Savings,397927.96,Active,2023-01-23,,2023-01-23,10
529,468959484834,Savings,414938.92,Active,2025-02-14,,2025-02-14,2
558,136037272171,Savings,128319.39,Active,2019-12-22,,2019-12-22,1
787,794648478668,Current,773433.38,Active,2023-09-19,,2023-09-19,14
831,389674692567,Savings,239193.03,Active,2021-09-24,,2021-09-24,8
939,984473256044,Current,639.83,Closed,2023-01-03,2025-04-28,2023-01-03,4
419,109074053285,Savings,82593.16,Active,2023-10-07,,2023-10-07,19
804,957606050788,Savings,391906.71,Active,2021-02-10,,2021-02-10,6
468,487813957350,Savings,440698.54,Active,2021-10-02,,2021-10-02,5
472,804263792798,Savings,397396.06,Active,2019-02-08,,2019-02-08,8
528,256835283421,Savings,140658.05,Active,2023-06-03,,2023-06-03,6
502,848040919391,Savings,359595.42,Inactive,2023-04-19,,2023-04-19,8
990,933732998700,Savings,431984.25,Active,2026-04-01,,2026-04-01,15
89,543769822354,Salary,132475.37,Active,2018-03-06,,2018-03-06,17
545,562898757070,Savings,122288.2,Inactive,2023-11-23,,2023-11-23,10
927,862131950170,Current,229720.16,Active,2020-01-03,,2020-01-03,2
50,813518155124,Salary,108272.49,Active,2021-01-01,,2021-01-01,12
488,529351136686,Salary,40353.85,Active,2018-03-29,,2018-03-29,1
452,881907314155,Savings,113471.93,Active,2024-08-31,,2024-08-31,10
606,605551490045,Savings,312431.15,Inactive,2021-08-13,,2021-08-13,1
995,379243131223,Premium,3176625.36,Active,2020-01-31,,2020-01-31,16
173,677082274531,Savings,400076.08,Active,2024-03-27,,2024-03-27,5
488,962897091912,Savings,54155.35,Active,2024-08-11,,2024-08-11,14
610,394791670947,Current,620128.78,Inactive,2025-08-29,,2025-08-29,11
654,937797798610,Salary,147035.03,Active,2018-06-07,,2018-06-07,12
77,282445254467,Savings,152951.61,Active,2025-09-02,,2025-09-02,12
289,838597927068,Savings,21201.52,Active,2025-11-11,,2025-11-11,8
6,308082095417,Current,388034.42,Active,2023-09-17,,2023-09-17,8
594,424605121797,Savings,256668.59,Active,2022-05-09,,2022-05-09,4
793,946883432286,Current,278107.53,Active,2018-10-25,,2018-10-25,4
121,396524302927,Savings,197224.93,Active,2024-11-02,,2024-11-02,19
760,382627972079,Salary,62179.31,Active,2020-07-10,,2020-07-10,5
846,240957211100,Savings,196354.47,Active,2023-08-31,,2023-08-31,20
8,385596478021,Salary,162002.76,Active,2018-02-25,,2018-02-25,1
550,209155585036,Savings,490106.67,Inactive,2025-08-07,,2025-08-07,16
66,738030161620,Premium,3937770.45,Active,2019-12-21,,2019-12-21,11
97,320414062076,Savings,254407.55,Active,2024-03-27,,2024-03-27,5
1000,886036133453,Savings,347796.8,Active,2020-11-21,,2020-11-21,18
47,734186723951,Salary,189494.53,Active,2022-12-08,,2022-12-08,20
252,401210523219,Savings,106005.99,Active,2020-04-21,,2020-04-21,12
878,173117454341,Savings,198890.87,Active,2024-07-18,,2024-07-18,19
601,812938069284,Savings,981.01,Closed,2025-08-29,2026-08-13,2025-08-29,13
238,719750729618,Premium,3749113.64,Active,2025-01-01,,2025-01-01,10
821,720815828087,Savings,392221.7,Active,2026-06-15,,2026-06-15,10
257,931038777175,Savings,772.52,Closed,2024-03-01,2026-05-27,2024-03-01,7
888,320716421619,Savings,91535.52,Active,2021-02-03,,2021-02-03,19
278,988908492502,Savings,473766.31,Active,2022-07-12,,2022-07-12,9
255,807509465881,Salary,43309.0,Active,2021-08-10,,2021-08-10,20
446,677093959351,Savings,355673.42,Active,2022-02-07,,2022-02-07,2
174,272420606149,Savings,379905.75,Active,2023-01-04,,2023-01-04,2
408,386023681492,Savings,417450.06,Active,2020-04-29,,2020-04-29,1
843,173964730485,Savings,358228.48,Active,2023-09-10,,2023-09-10,14
545,848352675708,Savings,173925.87,Active,2026-01-09,,2026-01-09,2
13,869996105180,Savings,468063.99,Active,2021-10-06,,2021-10-06,13
591,769528988353,Current,1587141.06,Active,2021-09-20,,2021-09-20,7
966,466772418449,Savings,496421.78,Active,2022-04-21,,2022-04-21,3
107,547447799468,Savings,374333.74,Active,2024-11-23,,2024-11-23,4
384,326981214204,Current,1496788.24,Active,2022-01-16,,2022-01-16,5
32,988359834140,Savings,139758.12,Active,2022-07-04,,2022-07-04,16
156,153985374292,Savings,77542.22,Active,2024-10-09,,2024-10-09,8
357,907640269139,Savings,306375.9,Active,2024-03-20,,2024-03-20,7
160,503894245891,Savings,90001.95,Active,2021-05-11,,2021-05-11,11
999,148786106984,Savings,202599.81,Active,2019-12-19,,2019-12-19,17
388,124432225368,Current,694557.49,Active,2020-04-09,,2020-04-09,6
790,439707024330,Savings,399582.5,Frozen,2021-03-26,,2021-03-26,12
208,650610472713,Current,479022.67,Active,2021-05-26,,2021-05-26,7
200,428618747810,Savings,146186.32,Active,2019-02-20,,2019-02-20,16
289,372836394145,Current,962675.46,Active,2026-06-22,,2026-06-22,2
216,425573000959,Current,1052167.7,Active,2024-04-10,,2024-04-10,4
365,399005620313,Current,1963524.74,Active,2021-05-01,,2021-05-01,1
281,629452292698,Savings,171944.57,Active,2019-11-26,,2019-11-26,20
82,130949043729,Savings,115467.25,Active,2021-10-25,,2021-10-25,5
752,848533705642,Current,27342.57,Active,2022-10-13,,2022-10-13,14
621,416663864817,Salary,138273.48,Active,2021-12-01,,2021-12-01,2
414,891404851892,Savings,234596.81,Active,2021-02-14,,2021-02-14,20
987,166503371615,Savings,628.09,Closed,2018-12-18,2022-10-24,2018-12-18,16
442,646953505286,Premium,2614377.31,Active,2018-05-10,,2018-05-10,12
904,217700345867,Savings,76893.7,Active,2023-06-12,,2023-06-12,8
462,944517185387,Savings,435372.51,Active,2021-09-27,,2021-09-27,3
845,747281821378,Salary,136191.14,Active,2025-10-10,,2025-10-10,12
105,140184455054,Savings,240953.6,Active,2020-07-12,,2020-07-12,9
819,822646579174,Savings,58551.08,Active,2025-01-16,,2025-01-16,17
293,109975160727,Salary,107788.68,Active,2020-10-07,,2020-10-07,8
794,528904264542,Savings,367017.43,Active,2018-02-27,,2018-02-27,16
811,889893970691,Salary,193281.34,Active,2021-09-25,,2021-09-25,5
735,984736956678,Savings,144974.74,Active,2020-04-20,,2020-04-20,14
786,806779538668,Savings,46215.89,Inactive,2025-12-10,,2025-12-10,16
180,899194822486,Savings,438657.44,Active,2024-11-08,,2024-11-08,13
61,946673576307,Salary,48177.9,Active,2018-02-13,,2018-02-13,16
218,122505204583,Savings,308207.12,Active,2025-11-17,,2025-11-17,9
331,330487388344,Savings,372708.26,Active,2022-03-19,,2022-03-19,19
498,574815781344,Salary,7448.41,Active,2022-04-13,,2022-04-13,18
935,701720463727,Savings,315472.01,Active,2019-08-16,,2019-08-16,19
428,100824832057,Savings,10160.08,Inactive,2018-03-09,,2018-03-09,4
773,423099185584,Savings,143749.42,Active,2018-07-22,,2018-07-22,6
585,215446465001,Savings,13394.89,Active,2021-04-28,,2021-04-28,1
232,919345351360,Salary,94980.93,Active,2020-04-08,,2020-04-08,10
367,576966525300,Savings,208465.51,Active,2026-01-30,,2026-01-30,5
580,972808874216,Current,434156.65,Active,2019-09-29,,2019-09-29,16
780,885230729586,Salary,67601.4,Inactive,2019-07-15,,2019-07-15,18
723,741090792254,Current,1931245.97,Active,2020-09-04,,2020-09-04,12
490,796131293962,Salary,825.18,Closed,2023-02-24,2023-12-05,2023-02-24,12
925,368079444534,Salary,57262.78,Active,2019-01-20,,2019-01-20,2
684,340588133109,Savings,374411.44,Active,2025-05-18,,2025-05-18,16
330,989756814760,Current,1153716.07,Active,2026-01-08,,2026-01-08,15
912,199065508614,Salary,187725.83,Active,2026-04-05,,2026-04-05,3
553,249747426933,Savings,29455.24,Active,2024-10-25,,2024-10-25,10
128,624509935538,Current,465607.01,Active,2023-01-18,,2023-01-18,1
360,717174225561,Savings,306452.19,Active,2020-03-20,,2020-03-20,2
456,673498692756,Savings,309262.8,Active,2018-06-13,,2018-06-13,7
516,652663978853,Savings,255660.6,Active,2019-06-19,,2019-06-19,4
867,109373799263,Savings,351335.69,Active,2019-06-23,,2019-06-23,15
38,332284198208,Salary,135299.91,Active,2025-06-13,,2025-06-13,12
781,176094041751,Savings,462155.87,Active,2021-03-17,,2021-03-17,7
541,806050848481,Salary,186341.15,Active,2023-02-22,,2023-02-22,17
170,496847245916,Savings,453899.17,Active,2024-08-06,,2024-08-06,19
327,427995604392,Savings,484916.43,Active,2019-01-28,,2019-01-28,10
343,961855094388,Savings,337334.65,Active,2022-02-18,,2022-02-18,18
592,576502692516,Savings,116492.62,Active,2020-03-08,,2020-03-08,9
151,909754070120,Current,1872315.95,Inactive,2019-11-05,,2019-11-05,13
783,280182410347,Savings,172643.08,Active,2022-01-30,,2022-01-30,4
629,429886869653,Current,1823017.96,Active,2020-11-21,,2020-11-21,19
29,604574398172,Savings,123957.61,Active,2020-07-20,,2020-07-20,13
461,338304669834,Savings,389696.11,Active,2019-05-01,,2019-05-01,5
208,354378485246,Salary,100770.97,Frozen,2024-06-14,,2024-06-14,19
758,453147859936,Savings,96112.68,Active,2019-04-28,,2019-04-28,10
768,968512882593,Salary,76017.25,Active,2025-05-21,,2025-05-21,14
306,464826306567,Premium,1374731.02,Active,2021-09-10,,2021-09-10,13
869,323801142177,Savings,14566.81,Active,2022-12-02,,2022-12-02,5
603,394301619971,Savings,489717.06,Active,2020-03-04,,2020-03-04,18
50,754197308638,Savings,119270.59,Active,2019-12-05,,2019-12-05,7
165,813860353169,Savings,465956.67,Active,2024-09-22,,2024-09-22,12
103,443367320680,Savings,387230.7,Active,2025-08-21,,2025-08-21,3
76,953377872009,Savings,467490.34,Active,2020-08-09,,2020-08-09,7
921,806190972728,Savings,479464.06,Active,2021-10-06,,2021-10-06,2
871,808456745322,Savings,340663.23,Active,2018-07-26,,2018-07-26,14
288,968675912404,Savings,110615.73,Active,2018-03-11,,2018-03-11,20
366,823370098426,Current,390.85,Closed,2019-09-23,2022-04-13,2019-09-23,18
821,160391427998,Premium,1163022.78,Frozen,2020-04-21,,2020-04-21,19
589,890390339918,Savings,336383.07,Active,2022-03-09,,2022-03-09,16
405,846572725414,Savings,241446.62,Active,2018-09-19,,2018-09-19,20
685,122164173308,Savings,292770.31,Inactive,2022-05-11,,2022-05-11,2
141,227483825197,Current,1993701.07,Active,2023-11-12,,2023-11-12,18
657,250716331967,Savings,72119.26,Active,2022-10-25,,2022-10-25,7
396,588020319892,Savings,284630.79,Active,2018-11-30,,2018-11-30,1
719,701660742773,Savings,396080.87,Active,2019-01-17,,2019-01-17,10
941,104085486248,Savings,497632.35,Frozen,2026-05-19,,2026-05-19,4
737,736245900972,Savings,463335.55,Active,2021-05-28,,2021-05-28,14
611,695838437899,Premium,262361.01,Active,2025-12-22,,2025-12-22,15
932,793591301167,Savings,352071.83,Active,2024-05-23,,2024-05-23,16
53,791268695222,Salary,115774.94,Active,2023-01-24,,2023-01-24,14
683,273016794010,Savings,452019.64,Inactive,2024-06-08,,2024-06-08,13
456,682140411292,Savings,262805.36,Active,2024-07-28,,2024-07-28,12
11,103253627929,Savings,104295.49,Frozen,2022-09-23,,2022-09-23,18
680,111075255885,Current,1600655.02,Active,2024-11-02,,2024-11-02,20
500,327310670040,Savings,34008.59,Active,2021-11-05,,2021-11-05,5
972,864043210286,Premium,4404494.19,Active,2022-05-21,,2022-05-21,4
820,315923515483,Savings,425194.73,Active,2020-07-12,,2020-07-12,9
703,495955032407,Savings,102815.28,Active,2018-09-10,,2018-09-10,6
491,253574674344,Current,736504.92,Frozen,2023-04-05,,2023-04-05,5
25,722188901021,Savings,348580.0,Active,2024-07-13,,2024-07-13,14
622,112371705028,Savings,331673.73,Active,2021-07-23,,2021-07-23,6
764,374847529932,Salary,137823.32,Active,2020-03-25,,2020-03-25,7
798,189124528988,Savings,30.71,Closed,2021-11-12,2023-03-30,2021-11-12,2
996,791924141919,Savings,199791.16,Active,2022-08-19,,2022-08-19,14
241,659872905931,Savings,473931.58,Active,2026-05-28,,2026-05-28,12
228,356180217583,Savings,175231.67,Active,2023-08-03,,2023-08-03,16
162,236872832149,Savings,53179.21,Active,2018-06-01,,2018-06-01,17
836,674514048266,Savings,187521.71,Active,2022-03-29,,2022-03-29,17
27,539073596970,Salary,43647.81,Active,2021-03-11,,2021-03-11,11
753,115229021819,Current,609893.82,Frozen,2023-10-31,,2023-10-31,14
211,258531280234,Savings,365935.92,Inactive,2020-12-11,,2020-12-11,9
504,699727984699,Savings,310052.6,Active,2022-07-12,,2022-07-12,1
203,829947434684,Current,961190.75,Active,2022-11-01,,2022-11-01,16
699,602344085101,Savings,357779.91,Active,2019-11-29,,2019-11-29,17
922,114838202262,Salary,61793.63,Active,2024-03-15,,2024-03-15,6
83,224229524487,Savings,345739.37,Active,2022-09-18,,2022-09-18,13
819,647162127218,Savings,440841.84,Active,2024-02-04,,2024-02-04,13
455,650318391341,Current,1756382.68,Active,2019-07-10,,2019-07-10,10
269,643545339017,Savings,9615.61,Inactive,2019-06-23,,2019-06-23,5
250,989901633647,Savings,166491.18,Active,2024-09-25,,2024-09-25,10
389,548178818664,Savings,27140.5,Active,2022-10-15,,2022-10-15,8
675,851065827847,Current,1407331.78,Active,2018-04-19,,2018-04-19,17
122,289283652625,Savings,425536.31,Active,2025-05-06,,2025-05-06,20
738,620565003151,Current,1278651.25,Active,2022-11-20,,2022-11-20,10
621,856918124707,Savings,337851.06,Active,2019-04-10,,2019-04-10,18
752,331209052160,Savings,301506.42,Active,2018-12-29,,2018-12-29,2
658,232939030524,Savings,286335.43,Active,2020-08-19,,2020-08-19,19
52,411271036500,Savings,342681.45,Active,2026-01-12,,2026-01-12,17
757,324471862650,Savings,389580.79,Active,2020-09-01,,2020-09-01,1
841,115142545017,Savings,41508.56,Active,2024-11-22,,2024-11-22,9
245,256086929057,Current,1462413.37,Active,2019-12-14,,2019-12-14,8
957,340393398315,Savings,341325.84,Active,2026-04-08,,2026-04-08,20
440,640748658150,Current,1074689.32,Active,2022-06-03,,2022-06-03,11
402,648761479281,Premium,1300476.85,Active,2024-06-21,,2024-06-21,13
297,767762404767,Savings,439530.12,Active,2024-08-02,,2024-08-02,8
980,228499751449,Savings,149211.82,Active,2019-02-10,,2019-02-10,10
121,114298681548,Savings,91682.96,Active,2025-03-11,,2025-03-11,16
938,185238650941,Savings,137896.37,Active,2023-05-06,,2023-05-06,1
350,590804194630,Savings,10358.27,Active,2025-05-08,,2025-05-08,20
239,303408571970,Premium,4978393.07,Active,2020-05-25,,2020-05-25,17
198,629789145554,Savings,439781.88,Active,2018-03-04,,2018-03-04,18
12,718406339683,Savings,176585.18,Active,2021-10-29,,2021-10-29,4
610,327397718495,Savings,323486.32,Active,2022-12-10,,2022-12-10,15
412,497830382601,Savings,212669.33,Active,2025-01-30,,2025-01-30,3
692,743434238437,Current,365706.43,Active,2023-08-31,,2023-08-31,9
563,750239033449,Current,1327419.43,Active,2021-05-28,,2021-05-28,15
1,687477643437,Salary,74493.32,Active,2018-05-07,,2018-05-07,7
948,577421269134,Savings,4907.09,Active,2019-08-05,,2019-08-05,9
859,675660124038,Savings,135779.3,Active,2024-12-12,,2024-12-12,4
517,844215417564,Premium,3005129.55,Active,2022-03-05,,2022-03-05,9
846,615451319208,Savings,223108.19,Active,2019-11-20,,2019-11-20,17
428,183165058799,Salary,20006.24,Active,2024-09-18,,2024-09-18,2
896,257321112634,Savings,246976.36,Active,2022-05-22,,2022-05-22,18
501,309333762391,Savings,65837.82,Active,2024-07-30,,2024-07-30,9
165,996577501113,Savings,404125.66,Active,2023-06-07,,2023-06-07,16
923,172132690365,Savings,480259.88,Active,2024-05-07,,2024-05-07,11
794,493305546409,Premium,3564017.46,Active,2019-08-25,,2019-08-25,12
618,888645691691,Savings,69277.24,Active,2026-07-04,,2026-07-04,14
428,410037934696,Savings,101667.27,Active,2023-05-24,,2023-05-24,9
674,825997942793,Savings,154195.32,Active,2022-03-19,,2022-03-19,8
662,610290060914,Savings,59014.4,Inactive,2019-01-11,,2019-01-11,18
882,948376978201,Current,574691.77,Active,2024-03-02,,2024-03-02,14
770,360581982017,Current,320995.82,Active,2020-11-11,,2020-11-11,19
710,706681035822,Salary,113282.58,Active,2025-03-13,,2025-03-13,3
55,395337612338,Current,926533.7,Active,2024-09-11,,2024-09-11,17
510,454972850017,Savings,62739.76,Active,2019-12-28,,2019-12-28,2
662,688223710737,Salary,169399.96,Active,2026-07-08,,2026-07-08,1
670,982008004214,Salary,93354.81,Active,2026-01-24,,2026-01-24,15
745,359444856863,Savings,199390.93,Active,2025-10-07,,2025-10-07,12
394,960619534500,Salary,34321.97,Active,2025-10-04,,2025-10-04,6
336,715946170780,Current,1405078.64,Frozen,2020-12-27,,2020-12-27,20
308,178180179239,Salary,92541.4,Active,2020-05-25,,2020-05-25,2
33,184805768796,Premium,3297368.17,Active,2018-01-07,,2018-01-07,17
558,635258812241,Salary,7981.97,Active,2021-04-07,,2021-04-07,13
735,968629542475,Current,734938.84,Active,2025-03-11,,2025-03-11,9
563,205676028851,Current,1078201.26,Active,2019-09-21,,2019-09-21,17
63,738369704200,Savings,57459.57,Active,2025-11-11,,2025-11-11,12
578,544687370155,Savings,427405.38,Active,2024-01-23,,2024-01-23,6
834,696619708409,Savings,332258.66,Active,2020-03-16,,2020-03-16,11
101,871318547106,Savings,448407.46,Inactive,2018-02-20,,2018-02-20,8
970,297985671764,Savings,392167.55,Inactive,2019-09-11,,2019-09-11,18
828,801215587419,Savings,82489.03,Active,2022-06-27,,2022-06-27,17
519,990699107671,Current,631104.6,Active,2024-02-04,,2024-02-04,3
597,696926257301,Savings,15411.69,Active,2023-10-23,,2023-10-23,20
75,205788510117,Savings,383671.67,Active,2026-05-17,,2026-05-17,12
491,848120300179,Savings,211602.46,Active,2018-04-21,,2018-04-21,15
88,223700699437,Savings,260572.05,Frozen,2024-08-29,,2024-08-29,4
889,817154094130,Savings,126391.79,Active,2022-10-18,,2022-10-18,13
